Name,Nomination Year,President,Country,Confirmed,Doc No.,Total Personal Contributions by Nominee,Bundling Value,Career Background,Graduate Degree(s) & Area(s) of Study,Career FSO,Career Senior FS,State Dept. Experience,Military Experience,Other Foreign Policy Experience (U.S. Gov't),Experience in Organizational Leadership,Language,Knowledge of Principal Language,Knowledge of Other Relevant Languages,Country Experience,Experience in Host,Experience In or Involving Host,Regional Experience,Experience in Region,Experience in or Involving Region
Nancy J. Powell,2011,Obama,India,Yes,C05727942,0,0,,No,Yes,Yes,Director General of the Foreign Service and Chair of the Foreign Service Board; Principal Deputy Assistant Secretary for the Bureau of International Narcotics and Law Enforcement Affairs; Principal Deputy Assistant Secretary in the Bureau of Legislative Affairs; Ambassador to Ghana; Principal Deputy Assistant Secretary in the Bureau of African Affairs; Ambassador to Uganda; DCM in Lome; rotational officer in Ottawa,No,National Intelligence Officer for South Asia,Yes,,No,Yes (English),,Yes (political officer in New Delhi; Principal Officer in Calcutta),Yes (political officer in New Delhi; Principal Officer in Calcutta),,"Yes (Nepal, Bangladesh, Pakistan)",Yes (Ambassador to Nepal and Pakistan; DCM in Bangladesh; political officer in Islamabad; consular officer in Kathmandu)
Daniel Benjamin Shapiro,2011,Obama,Israel,Yes,C05727964,3829,0,,Yes (A.M.),No,No,,No,Director of Legislative Affairs at the NSC during the Clinton Administration; Professional Staff Member on the House Foreign Affairs Committee ,Yes,,Yes (Hebrew),Yes (Arabic-official for Arab minority),,No,No,,No,Yes (Senior Director for the Middle East and North Africa on the NSC Staff at the White House; Senior Policy Advisor focused on Middle East policy on the Obama for America campaign and the Obama-Biden Transition)
Stuart E. Jones,2011,Obama,Jordan,Yes,C05727975,0,0,,Yes (J.D.),Yes,Yes,Deputy Assistant in the Bureau of European and Eurasian Affairs; principal officer in San Salvador and Bogota; deputy director for European regional political military affairs Desk officer for Serbia; special assistant to the U.S. Permanent Representative at the US Mission to the United Nations; political counselor in Ankara; principal officer in Adana,No,No,Yes,,No,Yes (English),,No,No,,"Yes (Iraq, Egypt)",Yes (DCM in Baghdad; DCM in Cairo; Director for Iraq at the NSC; Governorate for Al Anbar Province in Iraq)
Kenneth J. Fairfax,2011,Obama,Kazakhstan,Yes,C05727977,0,0,,No,Yes,Yes,"Minister Counselor for Economic Affairs in Baghdad; Consul General in Ho Chi Minh City; Consul General in Krakow; Deputy Principal Officer in Consulate General Vancouver; Consul General in Seoul; Vice Consul in Pusan; Economic and Commercial Officer in Muscat; Director for Nuclear Materials Security; Counselor for Economic Affairs in Kyiv; Environment, Science, Technology, and Health Officer in Moscow; Director for Russia, Ukraine and Eurasia at the NSC",No,No,Yes,,Yes (Russian),No,,No,No,,No,No
Jonathan Scott Gration,2011,Obama,Kenya,Yes,C05727981,5219,0,,Yes (M.A. in Nat'l Security Studies),No,No,No,Yes,"Yes (Special Envoy to Sudan, General in Air Force, etc.)",Yes,,Yes (Swahili),Yes (English),,Yes,Yes,,Yes,No
Sung Y. Kim,2011,Obama,South Korea,Yes,C05727986,0,0,,"Yes (JD, LLM)",Yes,Yes,Yes,No,No,Yes,,Yes (Korean),Yes (English),,Yes (Foreign Service),"Yes (Director of Office of Korean Affairs, Political-Military Unit Chief in Embassy Seoul, Special Envoy for Six-Party Talks, Economic Officer in Seoul)",,"Yes (Japan, China, Malaysia)","Yes (Political Officer in Embassy Tokyo, Political-Military Officer in Office of Chinese Affairs, Staff Assistant in Bureau of East Asia and Pacific Affairs, Vice Consul in Consulate General Hong Kong; Political Officer in Embassy Kuala Lumpur)"
Matthew H. Tueller,2011,Obama,Kuwait,Yes,C05727996,0,0,,Yes,Yes,Yes,Assignment in London,No,No,Yes,,Yes (Arabic),Yes (English),,Yes,Yes (DCM in Kuwait),,"Yes (Saudi Arabia, Qatar, Yemen, Jordan, Egypt)","Yes (Office of Northern Gulf Affairs, Political Minister Counselor in Embassy Baghdad, Counselor for Political Affairs in Embassy Riyadh, assignments to Qatar and Jordan, DCM in Cairo, Egypt desk officer)"
Robert A. Mandell,2011,Obama,Luxembourg,Yes,C05728742,100286,231936.71,,Yes (JD),No,No,,No,Member of President's Export Council,Yes,,No,No,,No,No,,No,No
Paul D. Wohlers,2011,Obama,Macedonia,Yes,C05728749,0,0,,Yes (JD),Yes,Not Reported,"Office of Caucasus Affairs and Regional Conflicts in Bureau of European and Eurasian Affairs, Deputy Director of Executive Secretariat Staff, Senior Watch Officer in Operations Center, Bureau of Political-Military Affairs, Desk Officer for Bangladesh in Bureau of South Asian Affairs",Yes,Naval Flight Officer,No,,Yes (Macedonian),Yes (Turkish),,"Yes (DCM in Skopje, Charge d'Affaires in Skopje)","Yes (DCM in Skopje, Charge d'Affaires in Skopje)",,"Yes (Russia, Romania, Cyprus)","Yes (""diplomatic postings"" in Bucharest, Moscow, and Nicosia)"
Jeanine Elizabeth Jackson,2011,Obama,Malawi,Yes,C05728756,0,0,,Yes (M.B.A.),Yes,Yes,"Minister Counselor for Management at Embassy Baghdad, Coordinator for Iraq Transition in Executive Office of Bureau of Near Eastern Affairs, Director of Designated Agency Safety and Health official, Chief of Management Section in Kabul, DCM in Kabul, Personnel Officer in Hong Kong, Consular Officer in Jeddah, Post Management Officer in Bureau of European Affairs, Consular Officer in Zurich",Yes,"Colonel of U.S. Army Reserve, civil service employee in Office of U.S. Defense Attaché (Vietnam), active duty Army officer (Germany, Korea)",Yes,,Yes (English),No,,No,No,,"Yes (Kenya, Burkina Faso, Nigeria)","Yes (Supervisory general services officer in Nairobi, staff assistant in Bureau of African Affairs, Ambassador to Burkina Faso, General Services Officer in Lagos)"
Mary Beth Leonard,2011,Obama,Mali,Yes,C05728762,0,0,,Yes (M.A. and Master of Security & Strategic Studies),Yes,Yes,"DCM in Paramaribo, Senior Watch Officer in Operations Center",No,Research/Language Analyst for Department of Defense,Yes,,Yes (French),No,,Yes (DCM in Bamako),Yes (DCM in Bamako),,"Yes (Togo, Cameroon, South Africa, Namibia)","Yes (Director of Office of West African Affairs in Bureau of African Affairs, Economic and Commercial Officer in Embassy Lome, Consular/Economic Officer in Embassy Yaoundé, Deputy Principal Officer in Consulate General Cape Town, Consular Officer in Embassy Windhoek, Desk Officer in Office of Southern African Affairs, Desk Officer in Office of Central African Affairs)"
Gina K. Abercrombie-Winstanley,2011,Obama,Malta,Yes,C05728765,0,0,,Yes (M.A.),Yes,Yes,"Deputy Coordinator for Programs and Policy in Secretary's Office of Coordinator for Counterterrorism, Chairwoman for Middle East Area Studies at Foreign Service Institute, Consul General in Jeddah, Consul in Baghdad, posting in Jakarta, Special Assistant for Middle Eastern and African Affairs to Deputy Secretary of State, Director of Office of Egypt and Levant Affairs in Bureau of Near Eastern Affairs, Political Officer in Tel Aviv, posting to Cairo",No,"Policy Advisor to Director of Near East-South Asia Center for Strategic Studies at Dept. of Defense, Senior Advisor for Middle Eastern Affairs at USUN, Director for Near East South Asian Affairs at Nat'l Security Council, Director for Legislative Affairs at Nat'l Security Council, Pearson Fellowship allowing work on Senate Foreign Relations Committee for Senator Biden",Yes,,Yes (English),No,,No,No,,No,No
Sharon English Woods Villarosa,2011,Obama,Mauritius,Yes,C05728779,0,0,,Yes (JD),Yes,Yes,"Deputy Coordinator for Regional Affairs; Chief of Mission in Rangoon; Director of Philippines, Malaysia, Brunei, Singapore Affairs in East Asian and Pacific Bureau; Economic Counselor in Embassy Jakarta; Charge d'Affaires in Dili; Special Assistant to Under Secretary for Economic Affairs; Deputy Director of Office of Burma, Cambodia, Laos, Thailand, and Vietnam Affairs; Singapore and Indonesia Desk Officer; Office of Investment Affairs; Diplomat-in-Residence at East-West Center; and ""assignments"" in Songhkhla, Brasilia, Quito, and Bogota",No,No,Yes,,Yes (English),No,,No,No,,No,No
Sharon English Woods Villarosa,2011,Obama,Seychelles,Yes,C05728779,0,0,,Yes (JD),Yes,Yes,"Deputy Coordinator for Regional Affairs; Chief of Mission in Rangoon; Director of Philippines, Malaysia, Brunei, Singapore Affairs in East Asian and Pacific Bureau; Economic Counselor in Embassy Jakarta; Charge d'Affaires in Dili; Special Assistant to Under Secretary for Economic Affairs; Deputy Director of Office of Burma, Cambodia, Laos, Thailand, and Vietnam Affairs; Singapore and Indonesia Desk Officer; Office of Investment Affairs; Diplomat-in-Residence at East-West Center; and ""assignments"" in Songhkhla, Brasilia, Quito, and Bogota",No,No,Yes,,Yes (English),No,,No,No,,No,No
Earl Anthony Wayne,2011,Obama,Mexico,Yes,C05728782,0,0,,"Yes (M.P.A., M.A.)",Yes,Yes,"DCM in Kabul; Coordinating Director for Development and Economic Affairs; DCM to ""EU, Brussels and Belgium""; First Secretary, Political Section at Embassy Paris; Third Secretary, Political Section, Embassy Rabat; Assistant Secretary for Economic and Business Affairs; Principal Deputy Assistant Secretary for European Affairs; Principal Deputy Assistant and Deputy Assistant Secretary for European and Canadian Affairs; Director of Regional Affairs at Office of Coordinator for Counterterrorism",No,Director for Western Europe at National Security Council,Yes,,No,No,,No,No,,Yes (Argentina),Yes (Ambassador to Argentina)
William Moser,2011,Obama,Moldova,Yes,C05728794,0,0,,No,Yes,Yes,"Deputy Assistant Secretary of State for Logistics Management, Director of Bureau of Administration's Office of Global Support Services and Innovation, General Services Officer in Bamako, Disbursing Officer in Cairo, Administrative Officer in Paramaribo, Administrative Officer and Energy Attaché in Almaty, Political Military Affairs Officer in Political Military Bureau, Post Management Officer for Bureau of Near Eastern Affairs",No,No,Yes,,No,Yes (Russian),,No,No,,"Yes (Ukraine, Germany)","Yes (Deputy Executive Director of European and Eurasian Affairs Bureau, Management Counselor in Kiev, Consular Officer and Staff Assistant in Bonn)"
Phyllis Marie Powers,2011,Obama,Nicaragua,Yes,C05728823,0,0,,No,Yes,Yes,"Director of Office of Provincial Affairs at Embassy Baghdad, Senior Post Management Officer in Bureau of Near East and South Asia Affairs, Deputy Director of Office of Travel Support in Bureau of Administration, General Services Officer in Amman, General Services Officer in Warsaw, Medical Technologist in Moscow",No,No,Yes,,Yes (Spanish),No,,No,No,,"Yes (Peru, Panama, Colombia)","Yes (Ambassador to Panama, DCM in Lima, Management Counselor and Counselor for Narcotics Affairs in Bogota, General Services Officer in Bogota)"
Jonathan D. Farrar,2011,Obama,Nicaragua,No,C05728825,0,0,,Yes (M.A.),Yes,Yes,Staff of Under Secretary for Democracy and Global Affairs,No,No,Yes,,Yes (Spanish),No,,No,No,,"Yes (Cuba, Mexico, Belize, Uruguay, Paraguay)","Yes (Principal Deputy Assistant Secretary and Acting Assistant Secretary of Bureau of Democracy, Human Rights, and Labor; Deputy Assistant Secretary in Int'l Narcotics and Law Enforcement Bureau; assignments in Mexico and Belize; Chief of Mission in Havana; DCM in Montevideo; assignment in Paraguay; Deputy Director of Office of Andean Affairs; Country Desk Officer for Argentina)"
Jonathan D. Farrar,2011,Obama,Panama,Yes,C05728855,0,0,,Yes (M.A.),Yes,Yes,Chief of Staff to Under Secretary for Democracy and Global Affairs,No,No,Yes,,Yes (Spanish),No,,No,No,,"Yes (Cuba, Mexico, Belize, Uruguay, Paraguay)","Yes (Principal Deputy Assistant Secretary and Acting Assistant Secretary of Bureau of Democracy, Human Rights, and Labor; Deputy Assistant Secretary in Int'l Narcotics and Law Enforcement Bureau; Chief of Mission in Havana; assignments in Mexico and Belize; DCM in Montevideo; assignment in Paraguay; Deputy Director of Office of Andean Affairs; Desk Officer for Argentina)"
James Harold Thessin,2011,Obama,Paraguay,Yes,C05728864,0,0,,Yes (JD),No,No,"Deputy Legal Adviser, Designated Ethics Official, Attorney-Adviser for Political-Military Affairs, Assistant Legal Adviser for Human Rights and Refugee Affairs, Assistant Legal Adviser for Management",No,Counsel on Senate Foreign Relations Committee,No,,Yes (Spanish),No,,No,No,,No,No
Susan L Ziadeh,2011,Obama,Qatar,Yes,C05728883,0,0,,"Yes (Ph.D. in History, M.A., M.S. in Nat'l Security Studies)",Yes,Yes,Yes,No,No,Yes,,Yes (Arabic),Yes (English),,No,No,,"Yes (Saudi Arabia, Iraq, Bahrain, Kuwait, Jordan, Israel)","Yes (DCM in Riyadh; Embassy Spokesperson in Baghdad; DCM in Manama; ""overseas assignments in Riyadh, Kuwait, Amman and Jerusalem""; Desk Officer for Jordan; Acting Deputy Director of Office for Jordan, Syria and Lebanon; Project Director for USAID project AMIDEAST)"
Michael A. McFaul,2011,Obama,Russia,Yes,C05728889,605,0,,Yes (M.A. in Soviet and Eastern European Studies; D.Phil. in Int'l Relations),No,No,,No,No,No,,Yes (Russian),No,,No,Yes (M.A. in Soviet and East European Studies),,No,Yes (Special Assistant to President and Senior Director for Russia & Eurasian Affairs at National Security Council; M.A. in Soviet and East European Studies)
Donald William Koran,2011,Obama,Rwanda,Yes,C05728891,0,0,,Yes (MA and PhD in Economics),Yes,Yes,Economic Officer in Rabat; Economic Officer in Caracas; Consular Officer in Havana; Action Officer for the Int'l Maritime Organization & Int'l Civil Aviation Organization in the Bureau of Int'l Organization Affairs; Watch Officer in Bureau of Intelligence and Research; Division Chief for Southern African Affairs in Bureau of Intelligence and Research,No,Staff Economist for Federal Trade Commission,Yes,,"Yes (French, English)",No,,Yes (DCM in Kigali),Yes (DCM in Kigali),,"Yes (Niger, Togo, Madagascar)","Yes (DCM in Niamey; Desk Officer for Democratic Republic of Congo, and for Cameroon and Equatorial Guinea in Bureau of African Affairs; Director of Office of Africa Analysis in Bureau of Intelligence and Research; Economic Officer in Lome; Economic Officer in Antananarivo)"
Lewis A. Lukens,2011,Obama,Guinea-Bissau,Yes,C05728898,23.19,0,,Yes (MPP),Yes,Yes,"Executive Director of the Secretariat; Consul General in Vancouver; Executive Secretary in Baghdad, Iraq; Management Counselor in U.S. Embassy in Dublin, Ireland; Overseas Assignments in Australia and China; Supervisory General Services Officer in Executive Secretariat; Watch Officer in Operations Center",No,Deputy Executive Secretary and Sr. Director for Administration in National Security Council,Yes,,No,No,,No,No,,Yes (Ivory Coast),Yes (Overseas Assignment in Cote d'Ivoire)
Lewis A. Lukens,2011,Obama,Senegal,Yes,C05728898,23.19,0,,Yes (MPP),Yes,Yes,"Executive Director of the Secretariat; Consul General in Vancouver; Executive Secretary in Baghdad, Iraq; Management Counselor in U.S. Embassy in Dublin, Ireland; Overseas Assignments in Australia and China; Supervisory General Services Officer in Executive Secretariat; Watch Officer in Operations Center",No,Deputy Executive Secretary and Sr. Director for Administration in National Security Council,Yes,,Yes (French),No,,No,No,,Yes (Ivory Coast),Yes (Overseas Assignment in Cote d'Ivoire)
Susan Denise Page,2011,Obama,South Sudan,Yes,C05728922,348,0,,Yes (J.D.),No,No,Political Officer; Diplomat with UN,No,Legal Advisor with USAID,No,,Yes (English),No,,No,No,,"Yes (Sudan, Rwanda, Kenya, Botswana)","Yes (Deputy Assistant Secretary of State for African Affairs; Regional Director for Southern and East Africa at the National Democratic Institute for Int'l Affairs; Legal Advisor to the Intergovernmental Authority on Development (IGAD) Secretariat for Peace in Sudan; Director of the Rule of Law and Prison Advisory Unit at the UN Mission to Sudan; headed the Justice and Human Rights Unit of the United Nations Development Program; Political Officer at U.S. Embassy in Kigali, Rwanda; Regional Legal Advisor in USAID regional offices in Kenya and Botswana)"
Mark Francis Brzezinski,2011,Obama,Sweden,Yes,C05728938,1159,0,,"Yes (J.D., Doctorate from Oxford)",No,No,,No,Director of Southeast European Affairs at National Security Council,Yes,,No,No,,No,No,,No,Yes (Director for Russian/Eurasian Affairs at National Security Council)
Robert E. Whitehead,2011,Obama,Togo,Yes,C05728958,0,0,,Yes (M.A.),Yes,No,"Political Counselor in Bucharest, Romania; Political and Public Affairs Officer in Belize; Vice Consul in Guyana ",No,No,No,,No,No,,No,No,,"Yes (Central African Republic, Congo, Sudan, Zimbabwe, Zambia)","Yes (Director of Africa Analysis in the Bureau of Intelligence and Research; Desk Officer in the Office of West African Affairs; Political-Economic Officer in Kinshasa; DCM in Bangui, Central African Republic; DCM and Chief of Mission in Khartoum, Sudan; DCM in Harare, Zimbabwe and in Lusaka, Zambia)"
